Name,Year_of_Release,Global_Sales,User_Score,Critic_Score
Shining Force: Resurrection of the Dark Dragon,2004,0.08,8.8,77
Shining Soul II,2003,0.08,8.3,74
The Golf Club,2014,0.08,6.3,66
Hello Kitty: Roller Rescue,2005,0.08,6.8,64
Metal Slug Advance,2004,0.08,8.3,79
Pac-Man World Rally,2006,0.08,7.8,57
Blazing Angels: Squadrons of WWII,2006,0.08,6.8,69
God Eater Resurrection,2015,0.08,7.8,70
NHL 2K7,2006,0.08,7.9,78
Miami Nights: Singles in the City,2008,0.08,7.1,48
Shovel Knight,2015,0.08,7.6,90
Strider 2,2000,0.08,8.1,69
Invizimals: The Alliance,2013,0.08,6.8,69
Death Jr. and the Science Fair of Doom,2007,0.08,7.5,47
Shin Megami Tensei: Digital Devil Saga 2,2005,0.08,7.9,82
Pro Evolution Soccer 2013,2012,0.08,6.9,80
Battleborn,2016,0.08,6.9,69
Agatha Christie: Evil Under the Sun,2008,0.08,7.3,46
Don King Boxing,2009,0.08,7.8,71
Grand Prix Challenge,2002,0.08,9.2,76
FIFA Soccer 2005,2004,0.08,7.8,75
ShellShock 2: Blood Trails,2009,0.08,4.8,35
Mega Man Legacy Collection,2016,0.08,6.1,77
Knights Contract,2011,0.08,6,51
NHL 06,2005,0.08,9.3,78
State of Emergency 2,2006,0.08,5.8,44
Fatal Frame III: The Tormented,2005,0.08,8.9,78
Seven Samurai 20XX,2004,0.08,7,52
Adventure Time: The Secret of the Nameless Kingdom,2014,0.08,5.6,65
Risen 3: Titan Lords,2014,0.08,3.7,36
Tornado Outbreak,2009,0.08,8,62
Ninjabread Man,2007,0.08,1.7,20
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,0.08,8,78
Battlefield 2,2005,0.08,8.4,91
Swingerz Golf,2002,0.08,9.3,72
Titanfall 2,2016,0.08,8,85
Persona 4: Arena Ultimax,2014,0.08,7.4,85
Supremacy MMA,2011,0.08,6.2,49
The King of Fighters 2006,2006,0.08,8.6,66
Nobunaga's Ambition: Rise to Power,2004,0.08,8.8,70
FIFA Soccer 2003,2002,0.08,7.8,86
Major League Baseball 2K11,2011,0.08,5.9,74
The Italian Job,2003,0.08,5.8,54
Smuggler's Run: Warzones,2002,0.08,6.9,79
SafeCracker: The Ultimate Puzzle Adventure,2008,0.08,7.8,56
Warriors Orochi 3 Hyper,2012,0.08,7.4,64
NBA 10: The Inside,2009,0.08,3,69
PAC-MAN and the Ghostly Adventures,2013,0.08,3.1,51
Space Channel 5 Special Edition,2003,0.08,8.6,79
The Legend of Alon D'ar,2001,0.08,6.7,43
Big Mutha Truckers,2003,0.08,8.2,63
Super Robot Taisen OG Saga: Endless Frontier,2008,0.08,9,73
Sniper: Ghost Warrior 2,2013,0.08,5.8,52
Samurai Shodown Sen,2009,0.08,5.2,46
Samurai Western,2004,0.08,7.6,58
Looney Tunes: Acme Arsenal,2007,0.08,6.8,40
Line Rider 2: Unbound,2008,0.08,5.6,59
Harry Potter and the Sorcerer's Stone,2003,0.08,8.3,62
High Heat Major League Baseball 2004,2003,0.08,8.4,83
TimeSplitters: Future Perfect,2005,0.08,9.1,82
"Warhammer 40,000: Dawn of War II - Retribution",2011,0.08,7.8,80
Incredible Crisis,1999,0.08,7.5,80
The King of Fighters EX2: Howling Blood,2002,0.08,9.1,80
Ice Age 2: The Meltdown,2006,0.08,7.8,66
Knights Contract,2011,0.08,5.6,49
Hidden Invasion,2001,0.08,5.8,39
Superman: Shadow of Apokolips,2003,0.08,7.3,66
Armored Core 3 Portable,2009,0.08,6.7,43
PAC-MAN and the Ghostly Adventures,2013,0.08,5.1,49
Batman: Dark Tomorrow,2003,0.08,3.2,29
Crush,2007,0.08,9,83
The First Templar,2011,0.08,5.8,57
Earth Defense Force 2017,2006,0.08,7.7,69
Tomb Raider: Legend,2006,0.08,7.8,78
RoadKill,2003,0.08,7.4,68
Game of Thrones,2012,0.08,6.5,58
From Russia With Love,2006,0.08,6.9,61
Lost Dimension,2014,0.08,8.3,72
Resident Evil 6,2016,0.08,6.7,60
Assassin's Creed: Rogue,2015,0.08,7.5,74
Taz Wanted,2002,0.08,7,61
Tomb Raider: Underworld,2008,0.08,7.7,80
Evolution Worlds,2002,0.08,8,63
Far Cry Vengeance,2006,0.08,5.3,38
Code Lyoko: Fall of X.A.N.A.,2008,0.08,6.3,51
Worms: A Space Oddity,2008,0.08,4.3,64
MLB Front Office Manager,2009,0.08,6.5,49
X Rebirth,2013,0.08,3.3,33
Song of the Deep,2016,0.08,7.3,69
World Series of Poker 2008: Battle for the Bracelets,2007,0.08,6.7,74
Super Monkey Ball Adventure,2006,0.08,5.9,56
Worms: Open Warfare,2006,0.08,7,64
Gadget Racers,2000,0.08,7.4,67
Phantasy Star Online Episode III: C.A.R.D. Revolution,2003,0.08,8.2,71
Assassin's Creed The Ezio Collection,2016,0.08,7.6,74
Ultimate Ghosts 'n Goblins,2006,0.08,7.7,72
Samurai Warriors 2,2006,0.08,8.7,52
TrackMania DS,2008,0.08,6.9,75
Silent Hunter III,2005,0.08,7.9,90
Alien Syndrome,2007,0.08,6,51
Endgame,2002,0.08,6.8,57
The Dukes of Hazzard: Return of the General Lee,2004,0.08,7,49
WWE Crush Hour,2003,0.08,7,55
Metal Gear Solid V: The Phantom Pain,2015,0.08,7.7,91
NHL Hitz 20-03,2002,0.08,8.4,82
C.O.P.: The Recruit,2009,0.08,7.5,55
Urban Reign,2005,0.08,8.2,60
Soul Bubbles,2008,0.08,8,78
Resident Evil 3: Nemesis,2003,0.08,8.3,62
All-Star Baseball 2004,2003,0.08,9.2,80
Bangai-O Spirits,2008,0.08,8.1,83
Valentino Rossi: The Game,2016,0.08,8,75
Samurai Warriors Chronicles 3,2014,0.08,6.1,63
Lost in Blue: Shipwrecked,2008,0.08,6,54
Madden NFL 08,2007,0.08,7,75
Stuart Little 3: Big Photo Adventure,2005,0.08,7.7,71
Serious Sam 3: BFE,2011,0.08,8.2,72
Infernal: Hell's Vengeance,2009,0.08,5.3,35
Pitfall: The Lost Expedition,2004,0.08,8.6,73
Duke Nukem: Land of the Babes,2000,0.08,6.8,37
Puchi Puchi Virus,2007,0.08,4.2,73
Need For Speed: Undercover,2008,0.08,4.9,65
Need for Speed: Most Wanted,2012,0.08,8.5,82
Zero Escape: Zero Time Dilemma,2016,0.08,8.5,81
Stella Deus: The Gate of Eternity,2004,0.08,8,75
Vietcong: Purple Haze,2004,0.08,8.4,57
Conflict: Desert Storm,2003,0.08,8.4,62
P.T.O. IV: Pacific Theater of Operations,2002,0.08,6.6,71
Elebits: The Adventures of Kai and Zero,2008,0.08,8.3,75
Far Cry Instincts Evolution,2006,0.08,6.3,78
Rayman Origins,2012,0.08,8.4,86
Medal of Honor: Underground,2002,0.08,1.7,46
Cosmic Family,2007,0.08,5.7,54
Dynasty Warriors 3,2002,0.08,8.9,70
Jimmie Johnson's Anything With an Engine,2011,0.08,6.8,67
MTV Music Generator 3: This Is the Remix,2004,0.08,5.4,79
Grand Ages: Medieval,2015,0.07,7.1,64
In The Groove,2005,0.07,9,72
The Legend of Kage 2,2008,0.07,6.3,70
Baroque,2008,0.07,8.1,50
Lost Dimension,2014,0.07,7.3,71
Magic Pengel: The Quest for Color,2002,0.07,7.5,74
Agatha Christie: And Then There Were None,2008,0.07,6.2,50
Futurama,2003,0.07,6.6,59
The History Channel: Battle for the Pacific,2008,0.07,2.4,36
Rayman 3: Hoodlum Havoc,2003,0.07,7.9,75
Superman Returns,2006,0.07,4.9,33
Super Ghouls 'n Ghosts,2002,0.07,8.8,78
Legend of the Guardians: The Owls of Ga'Hoole,2010,0.07,8,60
Need for Speed Underground 2,2004,0.07,8.5,82
Gladius,2003,0.07,8.8,82
The Hustle: Detroit Streets,2005,0.07,5.3,51
Blood Drive,2010,0.07,7,47
Escape Dead Island,2014,0.07,3.5,40
Torchlight,2009,0.07,8,83
Pac-Man World 3,2005,0.07,6,61
Rogue Trooper: Quartz Zone Massacre,2009,0.07,8.2,70
Damage Inc.: Pacific Squadron WWII,2012,0.07,5.5,49
F.E.A.R. 2: Project Origin,2009,0.07,7.8,79
Toy Soldiers: War Chest,2015,0.07,7.7,62
Godai: Elemental Force,2002,0.07,3.8,27
Still Life,2005,0.07,8.2,70
Big Mutha Truckers 2,2005,0.07,3.4,50
I-Ninja,2003,0.07,8.4,75
The Lord of the Rings: The Battle for Middle-Earth,2004,0.07,8.6,82
Kessen III,2004,0.07,8.1,73
The King of Fighters Collection: The Orochi Saga,2008,0.07,7,61
Aero Elite: Combat Academy,2002,0.07,7,64
Wrath Unleashed,2004,0.07,6,64
Divinity II: Ego Draconis,2009,0.07,7.7,72
Commandos 2: Men of Courage,2002,0.07,8.4,67
Emergency 2012,2010,0.07,6.2,61
Overlord: Minions,2009,0.07,5.5,58
Fairy Fencer F: Advent Dark Force,2015,0.07,6.2,71
Alvin and the Chipmunks,2007,0.07,4.5,33
Hearts of Iron III,2009,0.07,7.1,77
Kengo: Legend of The 9,2006,0.07,4.1,38
Romance of the Three Kingdoms XI,2007,0.07,8.4,69
Hammerin' Hero,2008,0.07,7.3,73
Dark Souls III,2016,0.07,8.6,89
TMNT: Mutant Melee,2005,0.07,2.8,44
Combat: Task Force 121,2005,0.07,8.5,44
Stacked with Daniel Negreanu,2006,0.07,5.3,63
Circus Maximus: Chariot Wars,2002,0.07,5,67
Serious Sam: Next Encounter,2004,0.07,7.8,65
Tom Clancy's Ghost Recon 2,2005,0.07,1.4,54
Monster Racers,2009,0.07,9,70
Speed Zone,2009,0.07,3.8,37
James Cameron's Dark Angel,2002,0.07,8.3,47
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007,0.07,5.9,37
Operation Darkness,2007,0.07,7,46
Galerians: Ash,2002,0.07,7.9,50
R-Type Command,2007,0.07,6.5,69
Haunting Ground,2005,0.07,8.8,67
Grand Kingdom,2015,0.07,8.1,78
Robocalypse,2008,0.07,8.6,78
Homie Rollerz,2008,0.07,2.4,23
Escape Dead Island,2014,0.07,3.8,32
Tom Clancy's Splinter Cell: Chaos Theory,2005,0.07,7,50
Romance of the Three Kingdoms IX,2003,0.07,8.9,74
Second Sight,2004,0.07,8,75
Operation Flashpoint: Red River,2011,0.07,4.9,67
Vanguard Bandits,1998,0.07,7.4,62
MLB Front Office Manager,2009,0.07,4.6,47
Child of Light,2014,0.07,7.8,83
Silent Hill: Origins,2008,0.07,7.4,70
Harry Potter and the Sorcerer's Stone,2003,0.07,6,59
Damnation,2009,0.07,5.6,36
Samurai Warriors,2004,0.07,9,71
FIFA Soccer 2004,2003,0.07,6.2,83
Record of Agarest War,2007,0.07,6.8,67
SNK Arcade Classics Vol. 1,2008,0.07,8,73
Dave Mirra BMX Challenge,2006,0.07,4.6,32
Rayman 3: Hoodlum Havoc,2003,0.07,8.3,77
The Guy Game,2004,0.07,5.4,47
Ghost in the Shell: Stand Alone Complex,2005,0.07,7.4,61
Open Season,2006,0.07,5.6,49
Crimson Sea 2,2004,0.07,8.3,75
Tokyo Twilight Ghost Hunters,2014,0.07,7,63
Saint Seiya: Brave Soldiers,2013,0.07,7.4,55
Earth Defense Force 2: Invaders from Planet Space,2014,0.07,8.5,72
Digimon World Championship,2008,0.07,6.5,49
RayStorm,1997,0.07,7.8,79
Dynasty Warriors 8: Empires,2014,0.07,6.8,58
Catwoman,2004,0.07,6.1,47
Colosseum: Road to Freedom,2005,0.07,8.3,56
Football Manager 2010,2009,0.07,9,87
Target: Terror,2008,0.07,2.7,33
Mugen Souls Z,2013,0.07,6.4,57
BeatMania,2006,0.07,8.9,67
Silpheed: The Lost Planet,2000,0.07,7.5,72
Real Time Conflict: Shogun Empires,2005,0.07,5.6,35
Spartan: Total Warrior,2005,0.07,8.3,73
Pitfall: The Lost Expedition,2004,0.07,7.8,73
River City Ransom EX,2004,0.07,8.4,75
Bionicle Heroes,2006,0.07,5.9,59
Fable: The Lost Chapters,2005,0.07,8.7,83
Crazy Taxi 2,2001,0.07,8.1,82
The Sims 2: Seasons,2007,0.07,7.3,78
The Testament of Sherlock Holmes,2012,0.07,8,73
Robot Alchemic Drive,2002,0.07,8.2,79
Tomb Raider: Legend,2006,0.07,8,58
Warhammer: Battle For Atluma,2006,0.07,7.4,55
Eagle Flight,2016,0.07,7.8,72
Operation: Vietnam,2007,0.07,6.3,65
Fighter Maker 2,2002,0.07,7.8,58
Lifeline,2003,0.07,7.7,61
Dragon Valor,1999,0.07,8.3,57
NHL 2005,2004,0.07,5.6,75
Microsoft Flight Simulator 2004: A Century of Flight,2003,0.07,8.2,88
Anubis II,2007,0.07,2.7,19
Goodbye Deponia,2013,0.07,7.9,80
The Book of Unwritten Tales 2,2015,0.07,8.6,63
Inversion,2012,0.07,5.4,56
Ultimate Marvel vs. Capcom 3,2011,0.07,6.2,79
Assassin's Creed Chronicles,2016,0.07,8,70
Dragoneer's Aria,2007,0.07,6,56
N+,2007,0.07,7.4,82
Obscure,2004,0.07,8.9,65
Sega Soccer Slam,2002,0.07,7.7,84
Deep Labyrinth,2006,0.07,8.8,57
Spawn: Armageddon,2003,0.07,7.2,61
God Hand,2006,0.07,7.7,73
Legends of Wrestling II,2002,0.07,3.7,24
Jurassic Park: Operation Genesis,2003,0.07,8.8,69
RedCard 20-03,2002,0.07,9,73
Future Tactics: The Uprising,2004,0.07,6,61
Driver: Parallel Lines,2006,0.07,4.6,69
Top Gun,2011,0.07,4.4,49
Batman: Rise of Sin Tzu,2003,0.07,6.8,63
Dragon Ball Z: Battle of Z,2014,0.07,5.1,53
World Racing,2003,0.07,8.1,56
Resident Evil 5,2009,0.07,7.1,86
X-Men: The Official Game,2006,0.07,9.3,55
The King of Fighters 02/03,2005,0.07,8.8,73
Armored Core: Nine Breaker,2004,0.07,8.2,57
Terraria,2014,0.07,7.9,83
Worms 3D,2003,0.07,7.6,69
TRON: Evolution,2010,0.07,6,57
The Guided Fate Paradox,2013,0.07,7.8,74
Mayhem 3D,2011,0.07,8.6,47
WipEout HD Fury,2009,0.07,8.4,89
Fallout: Brotherhood of Steel,2004,0.07,4.1,64
"Flower, Sun, and Rain",2008,0.07,7.1,54
Gunstar Super Heroes,2005,0.07,8.5,83
Cities XL 2012,2011,0.07,5.6,61
Worms Forts: Under Siege,2004,0.07,8,67
Full Spectrum Warrior: Ten Hammers,2006,0.07,8,71
Natural Doctrine,2014,0.07,7.5,60
Prince of Persia: The Fallen King,2008,0.07,6,64
NHL Hitz Pro,2003,0.07,8.8,81
Broken Sword 5: The Serpent's Curse,2015,0.07,7.2,72
Alan Wake,2012,0.06,8,83
Risen 3: Titan Lords,2014,0.06,4.4,44
Steambot Chronicles: Battle Tournament,2008,0.06,6.3,54
Wings of War,2004,0.06,5,62
187: Ride or Die,2005,0.06,6.9,51
RPG Maker 3,2004,0.06,7.9,69
Kabuki Warriors,2001,0.06,2.5,32
World Poker Tour,2005,0.06,7.8,63
Age of Empires III: The Asian Dynasties,2007,0.06,8.5,81
IL-2 Sturmovik: Birds of Prey,2009,0.06,2.4,41
NanoBreaker,2005,0.06,6.7,51
Bionicle,2003,0.06,1.5,49
GRID 2,2013,0.06,5.7,80
Criminal Girls: Invite Only,2013,0.06,6.7,55
Miami Vice: The Game,2006,0.06,7,63
Samurai Warriors Chronicles 3,2014,0.06,7.9,70
BMX XXX,2002,0.06,5,60
One Piece: Unlimited World Red,2014,0.06,7.8,66
Aggressive Inline,2002,0.06,7.7,85
Insecticide,2008,0.06,7,55
XGRA: Extreme G Racing Association,2003,0.06,8.6,68
Mario vs. Donkey Kong: Tipping Stars,2015,0.06,7.5,70
Tournament of Legends,2010,0.06,6.9,45
Escape from Bug Island,2006,0.06,5,37
Gradius Collection,2006,0.06,8.5,76
Fist of the North Star: Ken's Rage 2,2012,0.06,7.1,55
Gallop Racer 2004,2004,0.06,8.7,70
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,0.06,7.8,45
F1 2001,2001,0.06,5.5,83
Crimson Gem Saga,2008,0.06,7.5,78
Monster Tale,2011,0.06,8,79
Legend of the Dragon,2007,0.06,4.8,37
Cel Damage,2002,0.06,6.8,67
Mirror's Edge Catalyst,2016,0.06,4.4,74
Arc the Lad: End of Darkness,2004,0.06,4.2,59
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,0.06,6.2,68
Tokobot,2005,0.06,7.3,72
Land of the Dead: Road to Fiddler's Green,2005,0.06,5.8,32
Assetto Corsa,2016,0.06,6.2,73
NHL 2K9,2008,0.06,5.4,65
"Warhammer 40,000: Squad Command",2007,0.06,7.9,57
One Piece: Burning Blood,2016,0.06,5.8,60
TrackMania Turbo,2016,0.06,7.7,76
Pro Evolution Soccer 2015,2014,0.06,5.8,82
Zero Escape: Zero Time Dilemma,2016,0.06,8.3,83
Bionicle Heroes,2006,0.06,6.4,72
Mystic Heroes,2002,0.06,8.6,67
Jurassic Park III: Park Builder,2001,0.06,8,65
Unchained Blades ,2011,0.06,7.5,61
Showtime Championship Boxing,2007,0.06,4.7,35
Bomberman Land,2007,0.06,7.8,55
Steins;Gate,2012,0.06,8.7,83
Nights of Azure,2015,0.06,7.6,67
Age of Empires Online,2011,0.06,5.6,70
Earth Defense Force 2017 Portable,2012,0.06,7.9,68
Atelier Iris 2: The Azoth Of Destiny,2005,0.06,7.8,68
From The Abyss,2008,0.06,8,59
The LEGO Movie Videogame,2014,0.06,6.8,68
DuckTales: Remastered,2013,0.06,7.9,76
Giants: Citizen Kabuto,2001,0.06,6.9,79
MX vs. ATV Supercross,2014,0.06,4.8,48
Grand Kingdom,2015,0.06,8.8,76
LEGO Batman: The Videogame,2008,0.06,7.8,80
Alone in the Dark,2008,0.06,5.4,47
Muppets Party Cruise,2003,0.06,8,61
Earth Defense Force 4.1: The Shadow of New Despair,2015,0.06,7.9,64
Cold Fear,2005,0.06,7.6,71
The Technomancer,2016,0.06,6.7,60
Theme Park,2007,0.06,7.6,72
Call of Cthulhu: Dark Corners of the Earth,2005,0.06,8.1,77
Blur,2010,0.06,7.4,81
The Next BIG Thing,2011,0.06,7.9,75
Alien Syndrome,2007,0.06,7.1,48
Vexx,2003,0.06,7.3,71
Secret Files: Tunguska,2008,0.06,7.6,65
Unreal Tournament III,2007,0.06,8,83
Disney Sports Skateboarding,2002,0.06,4.7,36
Terminator 3: The Redemption,2004,0.06,8.6,66
Arkanoid DS,2007,0.06,7,61
Call of Duty 2,2005,0.06,8.4,86
Big Bang Mini,2009,0.06,8.2,78
Serious Sam II,2005,0.06,6.7,72
Song of the Deep,2016,0.06,6.9,66
Dead Rising 2: Off the Record,2011,0.06,5.3,66
Flipnic: Ultimate Pinball,2003,0.06,8.1,64
The Witcher,2007,0.06,8.8,81
Coded Arms: Contagion,2007,0.06,6.6,56
S.T.A.L.K.E.R.: Call of Pripyat,2009,0.06,8.7,80
Create,2010,0.06,6.8,54
Commandos: Strike Force,2006,0.06,8.5,58
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004,0.06,8.6,57
Guilty Gear X: Advance Edition,2002,0.06,5.9,67
Warriors of the Lost Empire,2007,0.06,7.4,52
Devil's Third,2015,0.06,6.5,43
Star Trek: Tactical Assault,2006,0.06,7,63
Oddworld: Munch's Oddysee,2003,0.06,2.5,44
Broken Sword: The Shadow of the Templars,2002,0.06,7.8,80
Resident Evil - Code: Veronica X,2003,0.06,8.5,62
Trapt,2005,0.06,7.9,60
Lord of Magna: Maiden Heaven,2014,0.06,7.8,68
Worms 3D,2003,0.06,8.4,69
PoPoLoCrois,2005,0.06,7.4,66
Dragon Rage,2001,0.06,6.4,50
Theresia...,2008,0.06,8,61
Sacred 2: Fallen Angel,2008,0.06,6.9,71
Adventure Time: The Secret of the Nameless Kingdom,2014,0.06,7.5,58
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,0.06,7,58
Jumper: Griffin's Story,2008,0.06,3.3,29
Tron 2.0: Killer App,2004,0.06,4.3,69
The Fast and the Furious,2006,0.06,6.6,59
Vampire Rain: Altered Species,2008,0.06,3.5,30
The History Channel: Battle for the Pacific,2007,0.06,6.1,35
Racing Gears Advance,2004,0.06,8.9,83
Toy Soldiers: War Chest,2015,0.06,8.4,60
Inversion,2012,0.06,6.5,53
Need for Speed: Shift,2009,0.06,5.8,83
Mercury Meltdown,2006,0.06,7.8,78
Exist Archive: The Other Side of the Sky,2015,0.06,8.3,71
Zoo Tycoon 2,2004,0.06,8.1,72
Brave: A Warrior's Tale,2009,0.06,5,42
Fatal Frame,2002,0.06,8.6,77
Urban Chaos: Riot Response,2006,0.06,7.8,73
Tom Clancy's Ghost Recon: Advanced Warfighter,2006,0.06,4.6,44
Ivy the Kiwi?,2010,0.06,7.2,74
Resident Evil 2,2003,0.06,8.5,59
Catwoman,2004,0.06,4.6,45
Top Gun: Hard Lock,2012,0.06,3.5,54
Warriors Orochi 2,2008,0.06,8.1,44
Mana Khemia: Alchemists of Al-Revis,2007,0.06,7.5,69
Street Fighter V,2016,0.06,2.9,74
Zone of the Enders: The Fist of Mars,2001,0.06,9,71
MX vs. ATV Supercross Encore,2015,0.06,4.1,42
Gun Showdown,2006,0.06,7.6,73
Tiger Woods PGA Tour 08,2007,0.06,7.6,81
Constantine,2005,0.06,7.1,60
Tom Clancy's Splinter Cell: Double Agent,2006,0.06,7.1,64
Samurai Shodown Anthology,2008,0.06,8.2,74
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,0.06,8.4,82
Nanostray,2005,0.06,7.7,71
Samurai Jack: The Shadow of Aku,2004,0.06,8.4,59
Tropico 5,2014,0.06,7.2,71
Rugby World Cup 2015,2015,0.06,1.9,25
Lost Kingdoms II,2003,0.06,9.1,68
Aggressive Inline,2002,0.06,7.8,88
Viewtiful Joe: Red Hot Rumble,2005,0.06,6.9,62
Blade Dancer: Lineage of Light,2006,0.06,6.9,60
X-Men: Destiny,2011,0.06,5.6,33
The Sims 2: University,2005,0.06,7.8,81
Generation of Chaos,2005,0.06,7.7,60
Pump It Up: Exceed,2005,0.06,8.4,73
Tokyo Twilight Ghost Hunters,2014,0.06,6.4,64
MotorStorm RC,2012,0.06,6.8,78
Harry Potter and the Sorcerer's Stone,2001,0.06,7.8,65
Scurge: Hive,2006,0.06,8.6,70
Remember Me,2013,0.06,7.4,65
NBA Live 07,2006,0.06,6.8,69
Ride to Hell,2013,0.06,1.3,19
The Saboteur,2009,0.06,8,76
Hail to the Chimp,2008,0.06,6.1,52
Tom Clancy's Rainbow Six 3,2004,0.06,8.2,68
Rocket League,2016,0.06,8.2,86
V-Rally 3,2002,0.06,7.4,82
Mirror's Edge,2009,0.06,8.1,81
Titan Quest,2006,0.06,8.1,77
Amazing Island,2004,0.06,6.6,59
Izuna 2: The Unemployed Ninja Returns,2007,0.06,7.9,65
Gothic 3,2006,0.06,7.3,63
7 Days to Die,2016,0.05,5.2,35
Alvin and the Chipmunks,2007,0.05,3.6,30
Final Fight: Streetwise,2006,0.05,6.2,43
Speed Kings,2003,0.05,8.8,60
Rebelstar: Tactical Command,2005,0.05,9.1,78
F1 2010,2010,0.05,6.6,84
Gladiator: Sword of Vengeance,2003,0.05,7.1,65
Bombastic,2002,0.05,7.2,72
Coraline,2009,0.05,5.5,42
Hearts of Iron IV,2016,0.05,6.9,83
Wing Commander: Prophecy,2003,0.05,8.3,70
Marc Ecko's Getting Up: Contents Under Pressure,2006,0.05,7.2,69
Sega Soccer Slam,2002,0.05,8.5,80
Enemy Front,2014,0.05,6,43
Front Mission Evolved,2010,0.05,5.1,63
Dynasty Warriors 5,2005,0.05,8,66
The Lost Chronicles of Zerzura,2012,0.05,6.7,76
Murdered: Soul Suspect,2014,0.05,7.4,59
Rez,2001,0.05,8.3,78
Neverland Card Battles,2008,0.05,7.8,57
Lufia: The Ruins of Lore,2002,0.05,8.3,76
UEFA Euro 2004: Portugal,2004,0.05,8.1,74
Airline Tycoon 2,2011,0.05,5.5,57
Medabots: Infinity,2003,0.05,8,51
IL-2 Sturmovik: Cliffs of Dover,2011,0.05,7.1,60
NFL Blitz Pro,2003,0.05,6.6,71
Black Sigil: Blade of the Exiled,2009,0.05,7.5,58
Death Jr. II: Root of Evil,2006,0.05,7.3,68
Wakeboarding Unleashed Featuring Shaun Murray,2003,0.05,8.8,80
Mighty No. 9,2016,0.05,3.5,52
Samurai Champloo: Sidetracked,2006,0.05,7.2,66
Dead or Alive Xtreme 3: Fortune,2016,0.05,7.8,43
Medal of Honor: Airborne,2007,0.05,7.3,78
Men of War: Assault Squad,2011,0.05,8.2,77
Rhapsody: A Musical Adventure,2008,0.05,6.8,67
Dead Island Definitive Collection,2016,0.05,4.9,67
PAC-MAN and the Ghostly Adventures,2013,0.05,6.5,58
Virtua Striker 2002,2002,0.05,6,58
UEFA Champions League 2006-2007,2007,0.05,8.2,72
F1 2015,2015,0.05,3.6,61
Aliens in the Attic,2009,0.05,6,58
Hunted: The Demon's Forge,2011,0.05,6.6,61
Otogi 2: Immortal Warriors,2003,0.05,8.3,79
Legend of Kay,2005,0.05,7.3,72
Lucha Libre AAA: Heroes del Ring,2010,0.05,6.3,49
Piglet's Big Game,2003,0.05,8,70
Tom Clancy's HAWX 2,2010,0.05,3.8,66
Fallout: Brotherhood of Steel,2004,0.05,5.5,66
IndyCar Series,2003,0.05,7.8,71
Killing Floor 2 ,2016,0.05,8,76
Ferrari F355 Challenge,2002,0.05,4.4,70
Mortal Kombat X,2015,0.05,5.1,76
Cities in Motion,2011,0.05,7.7,70
Shifters,2002,0.05,5.9,37
Bladestorm: Nightmare,2015,0.05,7.1,48
TNA iMPACT: Cross the Line,2010,0.05,6.5,50
Sacred 3,2014,0.05,4.1,51
Venetica,2009,0.05,6.8,61
Operation Flashpoint: Dragon Rising,2009,0.05,4.9,76
Wasteland 2,2015,0.05,7.1,77
DoDonPachi Resurrection,2010,0.05,8.6,77
MorphX,2010,0.05,6.6,33
Sigma Star Saga,2005,0.05,8.2,68
FIFA Soccer 2004,2003,0.05,7.9,82
Disney's Party,2002,0.05,7.8,39
The Bureau: XCOM Declassified,2013,0.05,6.5,66
Nanostray 2,2008,0.05,7.8,75
Dokapon Journey,2008,0.05,7,60
Metal Slug Anthology,2007,0.05,7.4,78
Back to the Future: The Game,2011,0.05,4.1,66
Phantom Crash,2002,0.05,8.3,74
Yanya Caballista: City Skater,2001,0.05,6.3,58
The Typing of the Dead,2000,0.05,7.8,83
Jenga World Tour,2007,0.05,2.8,26
Tenchu: Dark Secret,2006,0.05,5.1,37
Shrek Super Party,2003,0.05,7.3,40
Second Sight,2004,0.05,8.5,77
Rave Master,2002,0.05,6.3,60
Bejeweled Twist,2008,0.05,7.3,78
Steins;Gate 0,2015,0.05,8.3,81
Ivy the Kiwi?,2010,0.05,6.3,69
Hail to the Chimp,2008,0.05,4.5,51
Alias,2004,0.05,6,64
OutRun 2006: Coast 2 Coast,2006,0.05,8.8,81
Arx Fatalis,2003,0.05,8.2,71
Zumba Fitness Core,2012,0.05,6.7,77
Guilty Gear Dust Strikers,2006,0.05,5.8,60
Dark Summit,2002,0.05,4.5,68
Star Wars: Republic Commando,2005,0.05,8.7,78
The Lost Vikings,2003,0.05,9.1,75
Plants vs. Zombies,2009,0.05,8.9,87
Secret Files: Tunguska,2008,0.05,7.6,71
Stretch Panic,2001,0.05,7.8,65
PQ2: Practical Intelligence Quotient,2006,0.05,7.8,74
Metroid Prime: Federation Force,2016,0.05,5.1,64
DiRT 2,2009,0.05,8.2,89
Payday 2,2013,0.05,3.4,79
Woody Woodpecker: Escape from Buzz Buzzard Park,2001,0.05,7.4,64
Furu Furu Park,2007,0.05,4.8,43
Hatsune Miku: Project Diva X,2016,0.05,7.4,78
Whirl Tour,2002,0.05,9,61
Grand Ages: Medieval,2015,0.05,5.4,63
