Developer,Genre,Total_Global_Sales,Total_Global_Sales_By_Developer
Kokolo Corporation,Misc,0.13,0.13
"Microids, Dreamcatcher",Action,0.13,0.13
Monte Cristo Multimedia,Simulation,0.06,0.13
Monte Cristo Multimedia,Strategy,0.07,0.13
Nfusion,Shooter,0.13,0.13
Noise Factory,Action,0.05,0.13
Noise Factory,Shooter,0.08,0.13
"Pam Development, 2K Sports",Action,0.13,0.13
"Phosphor Games Studio, LLC",Action,0.13,0.13
Playrix Entertainment,Action,0.03,0.13
Playrix Entertainment,Puzzle,0.1,0.13
Premium Agency,Action,0.13,0.13
"Rocksteady Studios, Iron Galaxy Studios",Action,0.13,0.13
Sunflowers Interactive,Simulation,0.13,0.13
Syscom,Simulation,0.13,0.13
UGA,Misc,0.08,0.13
UGA,Shooter,0.05,0.13
"Ubisoft, Moss",Misc,0.13,0.13
"Venan Entertainment, Cashmere Prod.",Strategy,0.13,0.13
Virtual Air Guitar Company,Action,0.13,0.13
eV Interactive,Sports,0.13,0.13
369 Interactive,Adventure,0.12,0.12
BIP Games,Simulation,0.12,0.12
Beep Industries,Platform,0.12,0.12
Clockwork Games,Platform,0.02,0.12
Clockwork Games,Racing,0.1,0.12
"Game Arts, Japan Art Media (JAM)",Role-Playing,0.12,0.12
Happy Happening,Puzzle,0.11,0.12
Happy Happening,Action,0.01,0.12
I-Imagine,Racing,0.12,0.12
Interplay,Role-Playing,0.12,0.12
Midway Studios - Newcastle,Racing,0.12,0.12
Milestone,Racing,0.12,0.12
"Mindscape Inc., Mindscape",Misc,0.12,0.12
"Orbital Media, Inc.",Action,0.06,0.12
"Orbital Media, Inc.",Racing,0.06,0.12
Pendulo Studios,Adventure,0.12,0.12
Pronto Games,Action,0.1,0.12
Pronto Games,Sports,0.01,0.12
Pronto Games,Racing,0.01,0.12
Psikyo,Shooter,0.12,0.12
Tiertex Design Studios,Action,0.12,0.12
Trine Games,Misc,0.12,0.12
Visual Sciences,Racing,0.12,0.12
Warashi,Puzzle,0.12,0.12
Zeroscale,Sports,0.12,0.12
puzzle.tv,Puzzle,0.12,0.12
"10tacle Studios, Fusionsphere Systems",Adventure,0.11,0.11
Agatsuma Entertainment,Simulation,0.11,0.11
"Amaze Entertainment, Vivendi Games",Action,0.11,0.11
Animation Arts,Adventure,0.11,0.11
"Artificial Studios, Immersion Software & Graphics",Shooter,0.11,0.11
Atomic Motion,Shooter,0.11,0.11
B-Alive,Simulation,0.11,0.11
Behavior Studios,Action,0.11,0.11
Big Blue Entertainment,Shooter,0.11,0.11
Big Head Games Ltd.,Misc,0.11,0.11
Bionic Games,Action,0.11,0.11
"EA Tiburon, n-Space",Shooter,0.11,0.11
Egosoft,Simulation,0.11,0.11
Hoplite Research,Adventure,0.11,0.11
Kando Games,Simulation,0.11,0.11
KnowWonder,Action,0.11,0.11
Mere Mortals,Sports,0.11,0.11
Microsoft Game Studios Japan,Action,0.11,0.11
"Nippon Ichi Software, Hit Maker",Role-Playing,0.11,0.11
Pentavision Entertainment,Misc,0.11,0.11
Santa Entertainment,Adventure,0.11,0.11
Tactical Development,Shooter,0.11,0.11
Vanguard,Simulation,0.11,0.11
Void Productions,Adventure,0.11,0.11
XPEC Entertainment Inc.,Adventure,0.11,0.11
5000ft,Misc,0.1,0.1
8Monkey Labs,Shooter,0.1,0.1
Arts Software,Action,0.1,0.1
B.B.Studio,Action,0.1,0.1
"Deep Silver, Keen Games",Role-Playing,0.1,0.1
Direct Action Games,Shooter,0.1,0.1
"Eutechnyx, Deep Silver",Racing,0.1,0.1
"Joindots, Mastertronic",Puzzle,0.1,0.1
"Metanet Software Inc., SilverBirch Studios",Platform,0.1,0.1
MileStone Inc.,Shooter,0.08,0.1
MileStone Inc.,Strategy,0.02,0.1
"Monolith Soft, Namco Bandai Games",Role-Playing,0.1,0.1
NATSUME ATARI Inc.,Adventure,0.02,0.1
NATSUME ATARI Inc.,Puzzle,0.08,0.1
"RED Entertainment, Compile Heart",Strategy,0.1,0.1
"Seamless Entertainment, Inc.",Sports,0.1,0.1
SkyRiver Studios,Adventure,0.05,0.1
SkyRiver Studios,Simulation,0.02,0.1
SkyRiver Studios,Action,0.03,0.1
"THQ, AWE Games",Puzzle,0.1,0.1
Whitebear,Puzzle,0.1,0.1
Wicked Witch Software,Sports,0.1,0.1
1C: Maddox Games,Simulation,0.09,0.09
"Activision, Activision Blizzard",Simulation,0.09,0.09
"Activision, Traveller's Tales",Misc,0.09,0.09
"Ambrella, The Pokemon Company",Action,0.09,0.09
Aqua Pacific,Sports,0.09,0.09
Ascaron Entertainment GmbH,Simulation,0.03,0.09
Ascaron Entertainment GmbH,Role-Playing,0.02,0.09
Ascaron Entertainment GmbH,Strategy,0.04,0.09
BattleBorne,Shooter,0.09,0.09
CI Games,Shooter,0.09,0.09
"Crave, DTP Entertainment",Misc,0.09,0.09
Dusenberry Martin Racing,Racing,0.09,0.09
"EA Canada, Exient Entertainment",Sports,0.09,0.09
"Entersphere, Inc.",Action,0.09,0.09
G1M2,Misc,0.09,0.09
Housemarque,Sports,0.09,0.09
Indi,Strategy,0.09,0.09
Infinite Machine,Action,0.09,0.09
Iridon Interactive AB,Misc,0.04,0.09
Iridon Interactive AB,Puzzle,0.05,0.09
"Jack of All Games, eV Interactive",Sports,0.09,0.09
"Mastertronic, V5 Play Studio",Puzzle,0.09,0.09
Metro3D,Role-Playing,0.09,0.09
"Milestone, Milestone S.r.l",Racing,0.09,0.09
ProSoft,Shooter,0.09,0.09
Purple Hills,Puzzle,0.09,0.09
Quicksilver Software,Strategy,0.09,0.09
Realmforge Studios,Strategy,0.09,0.09
"SCE/WWS, SCE Japan Studio",Puzzle,0.09,0.09
Sarbakan Inc.,Strategy,0.09,0.09
Tabot,Sports,0.09,0.09
"TimeGate Studios, Day 1 Studios",Shooter,0.09,0.09
Zushi Games Ltd,Misc,0.09,0.09
iRock Interactive,Shooter,0.09,0.09
odenis studio,Strategy,0.09,0.09
Amedio,Role-Playing,0.08,0.08
Anchor Bay Entertainment,Sports,0.08,0.08
Andamiro U.S.A. Corp.,Misc,0.08,0.08
Arkedo Studio,Shooter,0.06,0.08
Arkedo Studio,Puzzle,0.02,0.08
Digital Leisure Inc.,Shooter,0.08,0.08
"EA Canada, Sensory Sweep",Fighting,0.08,0.08
ECI,Misc,0.08,0.08
Easy Interactive,Misc,0.04,0.08
Easy Interactive,Puzzle,0.02,0.08
Easy Interactive,Adventure,0.02,0.08
Extra Mile Studios,Racing,0.08,0.08
Foreign Media,Puzzle,0.08,0.08
Foundation 9 Entertainment,Platform,0.08,0.08
Global Star Software,Puzzle,0.07,0.08
Global Star Software,Misc,0.01,0.08
Gulti,Shooter,0.08,0.08
Kheops Studio,Puzzle,0.08,0.08
Klein Computer Entertainment,Action,0.08,0.08
Kunos Simulazioni,Racing,0.08,0.08
Maximum Family Games,Puzzle,0.08,0.08
Mekensleep,Puzzle,0.08,0.08
Metropolis Software,Shooter,0.08,0.08
Mid Carolina Media,Sports,0.08,0.08
Mobile 21,Shooter,0.08,0.08
Neopica,Misc,0.01,0.08
Neopica,Action,0.07,0.08
Nitro Games,Strategy,0.05,0.08
Nitro Games,Misc,0.03,0.08
Osaka Studio,Simulation,0.08,0.08
Pinegrow,Strategy,0.08,0.08
PopTop Software,Strategy,0.08,0.08
Revistronic,Action,0.08,0.08
SilverBirch Studios,Simulation,0.08,0.08
"THQ, Independent Arts",Simulation,0.08,0.08
"Taito Corporation, 505 Games",Action,0.03,0.08
"Taito Corporation, 505 Games",Misc,0.05,0.08
Tectonic Studios,Action,0.08,0.08
Telenet,Sports,0.08,0.08
Toka,Shooter,0.08,0.08
Ubisoft Barcelona,Misc,0.08,0.08
Valcon Games,Racing,0.08,0.08
Wicked Studios,Role-Playing,0.08,0.08
Wide Games,Adventure,0.08,0.08
Zig Zag,Simulation,0.08,0.08
"Art Co., Ltd.",Shooter,0.07,0.07
Attractive Games,Simulation,0.07,0.07
Awesome Play Ltd.,Racing,0.07,0.07
Best Way,Strategy,0.07,0.07
Blast! Entertainment Ltd,Adventure,0.05,0.07
Blast! Entertainment Ltd,Sports,0.02,0.07
Box Clever Interactive,Strategy,0.07,0.07
Doublesix,Simulation,0.07,0.07
Enterbrain,Fighting,0.07,0.07
Epicenter Interactive,Misc,0.07,0.07
Goshow,Role-Playing,0.07,0.07
Idol FX,Shooter,0.07,0.07
Interactive Brains,Action,0.07,0.07
Ironclad Games,Strategy,0.07,0.07
Jupiter Multimedia,Misc,0.07,0.07
Koei Canada,Action,0.07,0.07
LSP,Shooter,0.01,0.07
LSP,Action,0.03,0.07
LSP,Platform,0.03,0.07
Leviathan Games,Shooter,0.07,0.07
Naps Team,Action,0.03,0.07
Naps Team,Shooter,0.04,0.07
Paradox Interactive,Strategy,0.02,0.07
Paradox Interactive,Simulation,0.02,0.07
Paradox Interactive,Adventure,0.03,0.07
Plato,Misc,0.07,0.07
PuzzleKings,Puzzle,0.07,0.07
Roxor Games,Misc,0.07,0.07
Runic Games,Role-Playing,0.07,0.07
Sabertooth Games,Action,0.07,0.07
Skonec,Action,0.07,0.07
SpiderMonk,Puzzle,0.07,0.07
StudioBlack Games,Misc,0.07,0.07
Synetic,Racing,0.07,0.07
"Targem Games, TopWare Interactive",Misc,0.07,0.07
"Ubisoft, FunHouse",Adventure,0.07,0.07
Universomo,Misc,0.07,0.07
"Vicious Cycle, Little Orbit",Action,0.07,0.07
Vogster,Strategy,0.07,0.07
Yoostar Entertainment Group,Misc,0.07,0.07
ZeptoLab,Puzzle,0.07,0.07
exozet,Action,0.07,0.07
"505 Games, Sarbakan Inc.",Platform,0.06,0.06
"Activision, Behaviour Interactive",Action,0.06,0.06
Anino Entertainment,Puzzle,0.06,0.06
Aquria,Role-Playing,0.06,0.06
Big Fish Games,Puzzle,0.06,0.06
Big John Games,Simulation,0.06,0.06
Brainbox Games,Shooter,0.06,0.06
"Capcom, QLOC",Fighting,0.02,0.06
"Capcom, QLOC",Shooter,0.04,0.06
Cave Barn,Action,0.06,0.06
CiRCLE,Shooter,0.06,0.06
Design Factory,Adventure,0.06,0.06
DiP Interactive,Simulation,0.06,0.06
"Dimps Corporation, Dream Execution",Simulation,0.06,0.06
DreamRift,Platform,0.06,0.06
EA Japan Studio,Simulation,0.06,0.06
Farmind Ltd,Misc,0.06,0.06
Fluid Studios,Action,0.01,0.06
Fluid Studios,Strategy,0.05,0.06
Gammick Entertainment,Strategy,0.06,0.06
Headfirst Productions,Adventure,0.06,0.06
"Humongous Entertainment, Mistic Software",Adventure,0.06,0.06
Iron Lore Entertainment,Role-Playing,0.06,0.06
"IronNos Co.,Ltd.",Role-Playing,0.06,0.06
"Left Field Productions, Zoo Games",Racing,0.06,0.06
MBA International,Simulation,0.06,0.06
Midas Interactive Entertainment,Sports,0.06,0.06
Mikoishi,Puzzle,0.06,0.06
Mystic Software,Role-Playing,0.06,0.06
Ninja Studio,Role-Playing,0.06,0.06
Nitro+,Adventure,0.06,0.06
Opera House,Shooter,0.06,0.06
People Can Fly,Shooter,0.06,0.06
Radius9,Puzzle,0.06,0.06
"Rebellion, Neversoft Entertainment",Action,0.06,0.06
Runtime,Role-Playing,0.06,0.06
Silver Wish Games,Simulation,0.06,0.06
SingleTrac,Action,0.06,0.06
Snapdragon,Simulation,0.06,0.06
Tilted Mill,Simulation,0.02,0.06
Tilted Mill,Strategy,0.04,0.06
"Treyarch, Infinity Ward",Shooter,0.06,0.06
Twelve Games,Platform,0.06,0.06
VSTEP,Simulation,0.06,0.06
Valhalla Game Studios,Action,0.06,0.06
"Viva Media, Viva Media, LLC",Simulation,0.03,0.06
"Viva Media, Viva Media, LLC",Puzzle,0.03,0.06
Zoonami Ltd.,Puzzle,0.06,0.06
"1C, Ino-Co, 1C Company",Simulation,0.05,0.05
Avit-Niigata,Sports,0.05,0.05
Black Sea Studios,Strategy,0.05,0.05
Braingame,Simulation,0.05,0.05
Bright Future GmbH,Sports,0.05,0.05
"Buka Entertainment, Targem Games",Shooter,0.05,0.05
Carapace,Sports,0.05,0.05
Codo Games,Strategy,0.05,0.05
Cowboy Rodeo,Simulation,0.05,0.05
Cranberry Production,Adventure,0.05,0.05
"Eidos Interactive, Tantalus Interactive",Simulation,0.05,0.05
Flying Tiger Development,Shooter,0.05,0.05
Fresh 3D,Sports,0.05,0.05
"Frozenbyte, Inc.",Platform,0.04,0.05
"Frozenbyte, Inc.",Action,0.01,0.05
Glyphic Entertainment,Platform,0.03,0.05
Glyphic Entertainment,Simulation,0.02,0.05
Hyper-Devbox,Shooter,0.05,0.05
Imagineer,Role-Playing,0.05,0.05
Impressions Games,Strategy,0.05,0.05
Just For Fun,Sports,0.05,0.05
KUNST-STOFF,Racing,0.05,0.05
Konami Software Shanghai,Role-Playing,0.05,0.05
LDW,Simulation,0.05,0.05
Liquid Dragon Studios,Sports,0.05,0.05
Max Five,Role-Playing,0.05,0.05
Navarre Corp,Adventure,0.05,0.05
Neon Studios,Action,0.05,0.05
"Next Level Games, Nintendo",Action,0.05,0.05
One Man Band,Misc,0.05,0.05
Otomate,Action,0.05,0.05
Red Wagon Games,Sports,0.05,0.05
Slitherine,Strategy,0.05,0.05
SmartDog,Racing,0.05,0.05
Stainless Steel Studios,Strategy,0.05,0.05
Studio Archcraft,Role-Playing,0.05,0.05
"THQ, 1C, 1C Company",Strategy,0.05,0.05
Tigon,Action,0.05,0.05
Ubisoft Porto Alegre,Simulation,0.05,0.05
XS Games,Misc,0.05,0.05
1C:Ino-Co,Strategy,0.04,0.04
2D Boy,Puzzle,0.04,0.04
7Raven Studios,Puzzle,0.04,0.04
"Alawar Entertainment, Inc, Alawar Entertainment",Strategy,0.04,0.04
"Alchemist, Inti Creates",Action,0.04,0.04
"Atari, Slightly Mad Studios, Atari SA",Racing,0.04,0.04
Autumn Moon,Adventure,0.04,0.04
Avalon Style,Racing,0.04,0.04
Blue 52,Action,0.04,0.04
Delta Factory,Fighting,0.04,0.04
Dovetail Games,Simulation,0.04,0.04
EnjoyUp Games,Shooter,0.04,0.04
"Examu, Marvelous Inc.",Fighting,0.04,0.04
F84 Games,Action,0.04,0.04
Fusionsphere Systems,Adventure,0.04,0.04
"Fusionsphere Systems, Animation Arts",Adventure,0.04,0.04
G.Rev,Fighting,0.04,0.04
Gaia (Sony),Role-Playing,0.04,0.04
Gaslamp Games,Strategy,0.04,0.04
Hoget,Puzzle,0.04,0.04
InLight Entertainment,Adventure,0.04,0.04
InterActive Vision Games,Simulation,0.04,0.04
"Introversion, Double Eleven",Action,0.04,0.04
Killaware,Adventure,0.04,0.04
M4 Limited,Platform,0.04,0.04
Mentor Interactive,Misc,0.04,0.04
"Neon Studios, Kaiko",Action,0.04,0.04
Nightlight Studios,Shooter,0.04,0.04
Nival Interactive,Strategy,0.04,0.04
NoWay Studio,Shooter,0.04,0.04
PQube,Sports,0.04,0.04
Paprikari,Puzzle,0.04,0.04
Playstos Entertainment,Platform,0.02,0.04
Playstos Entertainment,Racing,0.02,0.04
"Reloaded Productions, Reloaded Games Inc.",Role-Playing,0.04,0.04
Sabarasa Entertainment,Role-Playing,0.04,0.04
Snap Dragon Games,Platform,0.04,0.04
System Prisma,Role-Playing,0.04,0.04
SystemSoft,Strategy,0.04,0.04
Tate Interactive,Platform,0.04,0.04
Ubisoft Osaka,Action,0.04,0.04
Urban Games,Simulation,0.04,0.04
Vanpool,Misc,0.04,0.04
"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",Action,0.04,0.04
"1C, 1C Company",Simulation,0.03,0.03
Arrowhead Game Studios,Role-Playing,0.03,0.03
Babylon Software,Racing,0.03,0.03
BattleGoat Studios,Strategy,0.03,0.03
"Big Blue Bubble Inc., Breakthrough New Media",Puzzle,0.03,0.03
Big Time Software,Strategy,0.03,0.03
Celeris,Sports,0.03,0.03
Confounding Factor,Action,0.03,0.03
Crea-Tech,Role-Playing,0.03,0.03
Cyber Planet,Simulation,0.03,0.03
"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",Puzzle,0.03,0.03
DreamCatcher Interactive,Role-Playing,0.03,0.03
EC Interactive Games,Misc,0.03,0.03
Eagle Dynamics,Simulation,0.03,0.03
"Edmund McMillen, Florian Himsl",Action,0.03,0.03
"Eidos Montreal, Nixxes Software",Role-Playing,0.03,0.03
"Engine Software, Re-Logic",Action,0.03,0.03
Enlight Software,Strategy,0.03,0.03
"Frontier Developments, Various",Strategy,0.03,0.03
"Gameinvest, Seed Studios, Lda",Simulation,0.03,0.03
Headlock,Adventure,0.03,0.03
Headup Games,Adventure,0.03,0.03
Ice-Pick Lodge,Adventure,0.03,0.03
"Machineworks Northwest, WXP",Shooter,0.03,0.03
Magicpot,Puzzle,0.03,0.03
Magnin & Associates,Misc,0.03,0.03
Mastertronic,Adventure,0.03,0.03
NEC Interchannel,Strategy,0.03,0.03
"Number None Inc., Knockout Games",Platform,0.03,0.03
Oberon Media,Adventure,0.03,0.03
Opus Studio,Role-Playing,0.03,0.03
"PM Studios Inc., Pentavision Entertainment",Misc,0.03,0.03
Panther Software,Role-Playing,0.03,0.03
Planet Interactive,Action,0.03,0.03
Prograph,Sports,0.03,0.03
Ravenscourt,Puzzle,0.03,0.03
Sandlot Games,Puzzle,0.03,0.03
Sonnori,Role-Playing,0.03,0.03
Still Alive Studios,Simulation,0.03,0.03
Super Empire,Platform,0.03,0.03
Targem Games,Misc,0.03,0.03
Team6 Game Studios,Action,0.03,0.03
Tiwak,Platform,0.03,0.03
Tragnarion Studios,Puzzle,0.03,0.03
"Volition Inc., Reactor Zero",Shooter,0.03,0.03
Voxler,Action,0.03,0.03
Will,Misc,0.03,0.03
ZigZagIsland,Sports,0.03,0.03
Zuxxez,Adventure,0.03,0.03
zSlide,Puzzle,0.03,0.03
Agetec,Puzzle,0.02,0.02
Alternative Software,Action,0.02,0.02
Ancient,Role-Playing,0.02,0.02
ApolloSoft,Role-Playing,0.02,0.02
"Atomic Planet Entertainment, Mud Duck Productions",Sports,0.02,0.02
Beluga Computer,Simulation,0.02,0.02
Boomzap,Action,0.02,0.02
Boxed Dream,Action,0.02,0.02
ChaYoWo Games,Puzzle,0.02,0.02
Cryptic Studios,Role-Playing,0.02,0.02
"CyberPlanet Interactive Public Co., Ltd.",Misc,0.02,0.02
Deep Red,Strategy,0.02,0.02
Dracue,Shooter,0.02,0.02
EA Mythic,Role-Playing,0.02,0.02
"Edge Entertainment, Anima Project",Action,0.02,0.02
Elixir Studios,Strategy,0.02,0.02
Enigma Software Productions,Strategy,0.02,0.02
FAKT Software,Puzzle,0.02,0.02
Farsight Technologies,Sports,0.02,0.02
Flagship Studios,Role-Playing,0.02,0.02
Flying Lab Software,Role-Playing,0.02,0.02
Funbox Media,Shooter,0.02,0.02
GameCo,Adventure,0.02,0.02
Gameness Art Software,Fighting,0.02,0.02
"Headup Games, Crenetic Studios",Strategy,0.02,0.02
Hokus Pokus,Sports,0.02,0.02
Infogrames Sheffield,Strategy,0.02,0.02
Ino-Co,Strategy,0.02,0.02
InterServ International,Fighting,0.02,0.02
JoWooD Entertainment AG,Strategy,0.02,0.02
Kat Games,Adventure,0.02,0.02
King of the Jungle,Racing,0.02,0.02
Lead Pursuit,Simulation,0.02,0.02
Logris Games,Action,0.02,0.02
Mana Comp. Soft.,Shooter,0.02,0.02
Master Creating,Role-Playing,0.02,0.02
"Mediascape, CUBETYPE",Shooter,0.02,0.02
Melesta,Strategy,0.02,0.02
Metia Interactive,Puzzle,0.02,0.02
Minds-Eye Productions,Strategy,0.02,0.02
Mindware Studios,Shooter,0.02,0.02
Multimedia Intelligence Transfer,Role-Playing,0.02,0.02
Nvizzio Creations,Simulation,0.02,0.02
PAWS,Action,0.02,0.02
Phenomedia,Shooter,0.02,0.02
Pterodon,Shooter,0.02,0.02
"Punchline, Shirogumi",Action,0.02,0.02
Rainbow S.p.A.,Adventure,0.02,0.02
Red 5 Software,Role-Playing,0.02,0.02
SEK Ost,Strategy,0.02,0.02
"Sanuk Software Co., Ltd., Sanuk Games",Platform,0.02,0.02
Small Rockets,Sports,0.02,0.02
Squashy Software,Shooter,0.02,0.02
Strangelite,Shooter,0.02,0.02
Strawdog Studios,Puzzle,0.02,0.02
"Telegames, Inc.",Puzzle,0.02,0.02
"The Digital Lounge, Dino Dini",Sports,0.02,0.02
The Odd Gentlemen,Adventure,0.02,0.02
The Tangentlemen,Adventure,0.02,0.02
Tose Software,Shooter,0.02,0.02
Touchdown Entertainment,Shooter,0.02,0.02
Tranji,Action,0.02,0.02
Trendy Entertainment,Role-Playing,0.02,0.02
Turbine Inc.,Role-Playing,0.02,0.02
"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.",Shooter,0.02,0.02
"Unigine Corp, Russia",Strategy,0.02,0.02
"United Coders, Wizardry Engineering",Platform,0.02,0.02
"Vicious Cycle, Infinite Interactive",Puzzle,0.02,0.02
Virtual Play Inc.,Sports,0.02,0.02
White Birds Productions,Adventure,0.02,0.02
"Yuke's, Yuke's Company of America",Puzzle,0.02,0.02
Zoo Digital Publishing,Puzzle,0.02,0.02
oeFun,Puzzle,0.02,0.02
"1C, Various, 1C Company",Strategy,0.01,0.01
777 Studios,Simulation,0.01,0.01
Atomic Games,Shooter,0.01,0.01
"Battlefront.com, 1C, 1C Company",Strategy,0.01,0.01
Big Red Software,Strategy,0.01,0.01
"Bigben Interactive, Red Wagon Games",Racing,0.01,0.01
Black Bean Games,Racing,0.01,0.01
Blue Tea Games,Puzzle,0.01,0.01
Boston Animation,Adventure,0.01,0.01
"Camouflaj, LLC",Action,0.01,0.01
Coffee Stain Studios,Simulation,0.01,0.01
Compulsion Games,Platform,0.01,0.01
"DMA Design, Rockstar North",Action,0.01,0.01
EA Phenomic,Strategy,0.01,0.01
Empty Clip Studios,Puzzle,0.01,0.01
Headgate,Sports,0.01,0.01
"High Moon Studios, Mercenary Technologies",Action,0.01,0.01
Inferno Games,Sports,0.01,0.01
"Infinite Dreams, Paragon 5",Racing,0.01,0.01
Interchannel-Holon,Puzzle,0.01,0.01
"Interworks Unlimited, Inc.",Sports,0.01,0.01
Katauri Interactive,Role-Playing,0.01,0.01
Next Wave Team,Puzzle,0.01,0.01
Papyrus,Racing,0.01,0.01
React Games,Action,0.01,0.01
Societe Pollene,Adventure,0.01,0.01
"Spidersoft, Spiders",Role-Playing,0.01,0.01
Subterranean Games,Strategy,0.01,0.01
TDK Mediactive,Action,0.01,0.01
TML-Studios,Simulation,0.01,0.01
"Tecmo, Graphic Research",Simulation,0.01,0.01
Triple Eh? Ltd,Puzzle,0.01,0.01
dtp Young Entertainment AG,Simulation,0.01,0.01
